trait,sens,mean_value,cognate_id,max_value,ratio_value_max,n_traits,mean_outgroup,root_form
58,NA,NA,NA,NA,NA,NA,0.066,NA
59,NA,NA,NA,NA,NA,NA,0.066,NA
60,NA,NA,NA,NA,NA,NA,0.066,NA
61,NA,NA,NA,NA,NA,NA,0.066,NA
62,NA,NA,NA,NA,NA,NA,0.066,NA
63,NA,NA,NA,NA,NA,NA,0.066,NA
64,NA,NA,NA,NA,NA,NA,0.066,NA
65,NA,NA,NA,NA,NA,NA,0.066,NA
66,NA,NA,NA,NA,NA,NA,0.066,NA
67,NA,NA,NA,NA,NA,NA,0.066,NA
68,NA,NA,NA,NA,NA,NA,0.066,NA
69,NA,NA,NA,NA,NA,NA,0.066,NA
70,NA,NA,NA,NA,NA,NA,0.066,NA
71,NA,NA,NA,NA,NA,NA,0.066,NA
72,NA,NA,NA,NA,NA,NA,0.066,NA
73,NA,NA,NA,NA,NA,NA,0.066,NA
74,NA,NA,NA,NA,NA,NA,0.066,NA
75,NA,NA,NA,NA,NA,NA,0.066,NA
76,NA,NA,NA,NA,NA,NA,0.066,NA
77,NA,NA,NA,NA,NA,NA,0.066,NA
78,NA,NA,NA,NA,NA,NA,0.066,NA
79,NA,NA,NA,NA,NA,NA,0.066,NA
80,NA,NA,NA,NA,NA,NA,0.066,NA
81,NA,NA,NA,NA,NA,NA,0.066,NA
82,NA,NA,NA,NA,NA,NA,0.066,NA
83,NA,NA,NA,NA,NA,NA,0.066,NA
84,NA,NA,NA,NA,NA,NA,0.066,NA
85,NA,NA,NA,NA,NA,NA,0.066,NA
86,NA,NA,NA,NA,NA,NA,0.066,NA
87,NA,NA,NA,NA,NA,NA,0.066,NA
88,NA,NA,NA,NA,NA,NA,0.066,NA
89,NA,NA,NA,NA,NA,NA,0.066,NA
90,NA,NA,NA,NA,NA,NA,0.066,NA
91,NA,NA,NA,NA,NA,NA,0.066,NA
92,NA,NA,NA,NA,NA,NA,0.066,NA
93,NA,NA,NA,NA,NA,NA,0.066,NA
94,NA,NA,NA,NA,NA,NA,0.066,NA
95,NA,NA,NA,NA,NA,NA,0.066,NA
96,NA,NA,NA,NA,NA,NA,0.066,NA
97,NA,NA,NA,NA,NA,NA,0.066,NA
98,NA,NA,NA,NA,NA,NA,0.066,NA
99,NA,NA,NA,NA,NA,NA,0.066,NA
100,NA,NA,NA,NA,NA,NA,0.066,NA
101,NA,NA,NA,NA,NA,NA,0.066,NA
102,NA,NA,NA,NA,NA,NA,0.066,NA
103,NA,NA,NA,NA,NA,NA,0.066,NA
104,NA,NA,NA,NA,NA,NA,0.066,NA
105,NA,NA,NA,NA,NA,NA,0.066,NA
106,NA,NA,NA,NA,NA,NA,0.066,NA
107,NA,NA,NA,NA,NA,NA,0.066,NA
108,NA,NA,NA,NA,NA,NA,0.066,NA
109,NA,NA,NA,NA,NA,NA,0.066,NA
110,NA,NA,NA,NA,NA,NA,0.066,NA
111,NA,NA,NA,NA,NA,NA,0.066,NA
112,NA,NA,NA,NA,NA,NA,0.066,NA
113,NA,NA,NA,NA,NA,NA,0.066,NA
114,NA,NA,NA,NA,NA,NA,0.066,NA
115,NA,NA,NA,NA,NA,NA,0.066,NA
116,NA,NA,NA,NA,NA,NA,0.066,NA
117,NA,NA,NA,NA,NA,NA,0.066,NA
118,NA,NA,NA,NA,NA,NA,0.066,NA
119,NA,NA,NA,NA,NA,NA,0.066,NA
120,NA,NA,NA,NA,NA,NA,0.066,NA
121,NA,NA,NA,NA,NA,NA,0.066,NA
122,NA,NA,NA,NA,NA,NA,0.066,NA
123,NA,NA,NA,NA,NA,NA,0.066,NA
124,NA,NA,NA,NA,NA,NA,0.066,NA
125,NA,NA,NA,NA,NA,NA,0.066,NA
126,NA,NA,NA,NA,NA,NA,0.066,NA
127,NA,NA,NA,NA,NA,NA,0.066,NA
128,NA,NA,NA,NA,NA,NA,0.066,NA
129,NA,NA,NA,NA,NA,NA,0.066,NA
130,NA,NA,NA,NA,NA,NA,0.066,NA
131,NA,NA,NA,NA,NA,NA,0.066,NA
132,NA,NA,NA,NA,NA,NA,0.066,NA
133,NA,NA,NA,NA,NA,NA,0.066,NA
134,NA,NA,NA,NA,NA,NA,0.066,NA
135,NA,NA,NA,NA,NA,NA,0.066,NA
136,NA,NA,NA,NA,NA,NA,0.066,NA
137,NA,NA,NA,NA,NA,NA,0.066,NA
138,NA,NA,NA,NA,NA,NA,0.066,NA
139,NA,NA,NA,NA,NA,NA,0.066,NA
140,NA,NA,NA,NA,NA,NA,0.066,NA
141,NA,NA,NA,NA,NA,NA,0.066,NA
142,NA,NA,NA,NA,NA,NA,0.066,NA
143,NA,NA,NA,NA,NA,NA,0.066,NA
144,NA,NA,NA,NA,NA,NA,0.066,NA
145,NA,NA,NA,NA,NA,NA,0.066,NA
146,NA,NA,NA,NA,NA,NA,0.066,NA
147,NA,NA,NA,NA,NA,NA,0.066,NA
148,NA,NA,NA,NA,NA,NA,0.066,NA
149,NA,NA,NA,NA,NA,NA,0.066,NA
150,NA,NA,NA,NA,NA,NA,0.066,NA
151,NA,NA,NA,NA,NA,NA,0.066,NA
152,NA,NA,NA,NA,NA,NA,0.066,NA
153,NA,NA,NA,NA,NA,NA,0.066,NA
154,NA,NA,NA,NA,NA,NA,0.066,NA
155,NA,NA,NA,NA,NA,NA,0.066,NA
156,NA,NA,NA,NA,NA,NA,0.066,NA
157,NA,NA,NA,NA,NA,NA,0.066,NA
158,NA,NA,NA,NA,NA,NA,0.066,NA
159,NA,NA,NA,NA,NA,NA,0.066,NA
160,NA,NA,NA,NA,NA,NA,0.066,NA
161,NA,NA,NA,NA,NA,NA,0.066,NA
162,NA,NA,NA,NA,NA,NA,0.066,NA
163,NA,NA,NA,NA,NA,NA,0.066,NA
164,NA,NA,NA,NA,NA,NA,0.066,NA
165,NA,NA,NA,NA,NA,NA,0.066,NA
166,NA,NA,NA,NA,NA,NA,0.066,NA
167,NA,NA,NA,NA,NA,NA,0.066,NA
168,NA,NA,NA,NA,NA,NA,0.066,NA
169,NA,NA,NA,NA,NA,NA,0.066,NA
170,NA,NA,NA,NA,NA,NA,0.066,NA
171,NA,NA,NA,NA,NA,NA,0.066,NA
172,NA,NA,NA,NA,NA,NA,0.066,NA
173,NA,NA,NA,NA,NA,NA,0.066,NA
174,NA,NA,NA,NA,NA,NA,0.066,NA
175,NA,NA,NA,NA,NA,NA,0.066,NA
176,NA,NA,NA,NA,NA,NA,0.066,NA
177,NA,NA,NA,NA,NA,NA,0.066,NA
178,NA,NA,NA,NA,NA,NA,0.066,NA
179,NA,NA,NA,NA,NA,NA,0.066,NA
180,NA,NA,NA,NA,NA,NA,0.066,NA
181,NA,NA,NA,NA,NA,NA,0.066,NA
182,NA,NA,NA,NA,NA,NA,0.066,NA
183,NA,NA,NA,NA,NA,NA,0.066,NA
184,NA,NA,NA,NA,NA,NA,0.066,NA
185,NA,NA,NA,NA,NA,NA,0.066,NA
186,NA,NA,NA,NA,NA,NA,0.066,NA
187,NA,NA,NA,NA,NA,NA,0.066,NA
188,NA,NA,NA,NA,NA,NA,0.066,NA
189,NA,NA,NA,NA,NA,NA,0.066,NA
190,NA,NA,NA,NA,NA,NA,0.066,NA
191,NA,NA,NA,NA,NA,NA,0.066,NA
192,NA,NA,NA,NA,NA,NA,0.066,NA
193,NA,NA,NA,NA,NA,NA,0.066,NA
194,NA,NA,NA,NA,NA,NA,0.066,NA
195,NA,NA,NA,NA,NA,NA,0.066,NA
196,NA,NA,NA,NA,NA,NA,0.066,NA
197,NA,NA,NA,NA,NA,NA,0.066,NA
198,NA,NA,NA,NA,NA,NA,0.066,NA
199,NA,NA,NA,NA,NA,NA,0.066,NA
200,NA,NA,NA,NA,NA,NA,0.066,NA
201,NA,NA,NA,NA,NA,NA,0.066,NA
202,NA,NA,NA,NA,NA,NA,0.066,NA
203,NA,NA,NA,NA,NA,NA,0.066,NA
204,NA,NA,NA,NA,NA,NA,0.066,NA
205,NA,NA,NA,NA,NA,NA,0.066,NA
206,NA,NA,NA,NA,NA,NA,0.066,NA
207,NA,NA,NA,NA,NA,NA,0.066,NA
208,NA,NA,NA,NA,NA,NA,0.066,NA
209,NA,NA,NA,NA,NA,NA,0.066,NA
210,NA,NA,NA,NA,NA,NA,0.066,NA
211,NA,NA,NA,NA,NA,NA,0.066,NA
212,NA,NA,NA,NA,NA,NA,0.066,NA
213,NA,NA,NA,NA,NA,NA,0.066,NA
214,NA,NA,NA,NA,NA,NA,0.066,NA
215,NA,NA,NA,NA,NA,NA,0.066,NA
216,NA,NA,NA,NA,NA,NA,0.066,NA
217,NA,NA,NA,NA,NA,NA,0.066,NA
218,NA,NA,NA,NA,NA,NA,0.066,NA
219,NA,NA,NA,NA,NA,NA,0.066,NA
220,NA,NA,NA,NA,NA,NA,0.066,NA
221,NA,NA,NA,NA,NA,NA,0.066,NA
222,NA,NA,NA,NA,NA,NA,0.066,NA
223,NA,NA,NA,NA,NA,NA,0.066,NA
224,NA,NA,NA,NA,NA,NA,0.066,NA
225,NA,NA,NA,NA,NA,NA,0.066,NA
226,NA,NA,NA,NA,NA,NA,0.066,NA
227,NA,NA,NA,NA,NA,NA,0.066,NA
228,NA,NA,NA,NA,NA,NA,0.066,NA
229,NA,NA,NA,NA,NA,NA,0.066,NA
230,NA,NA,NA,NA,NA,NA,0.066,NA
231,NA,NA,NA,NA,NA,NA,0.066,NA
232,NA,NA,NA,NA,NA,NA,0.066,NA
233,NA,NA,NA,NA,NA,NA,0.066,NA
234,NA,NA,NA,NA,NA,NA,0.066,NA
235,NA,NA,NA,NA,NA,NA,0.066,NA
236,NA,NA,NA,NA,NA,NA,0.066,NA
237,NA,NA,NA,NA,NA,NA,0.066,NA
238,NA,NA,NA,NA,NA,NA,0.066,NA
239,NA,NA,NA,NA,NA,NA,0.066,NA
240,NA,NA,NA,NA,NA,NA,0.066,NA
241,NA,NA,NA,NA,NA,NA,0.066,NA
242,NA,NA,NA,NA,NA,NA,0.066,NA
243,NA,NA,NA,NA,NA,NA,0.066,NA
244,NA,NA,NA,NA,NA,NA,0.066,NA
245,NA,NA,NA,NA,NA,NA,0.066,NA
246,NA,NA,NA,NA,NA,NA,0.066,NA
247,NA,NA,NA,NA,NA,NA,0.066,NA
248,NA,NA,NA,NA,NA,NA,0.066,NA
249,NA,NA,NA,NA,NA,NA,0.066,NA
250,NA,NA,NA,NA,NA,NA,0.066,NA
251,NA,NA,NA,NA,NA,NA,0.066,NA
252,NA,NA,NA,NA,NA,NA,0.066,NA
253,NA,NA,NA,NA,NA,NA,0.066,NA
254,NA,NA,NA,NA,NA,NA,0.066,NA
255,NA,NA,NA,NA,NA,NA,0.066,NA
256,NA,NA,NA,NA,NA,NA,0.066,NA
257,NA,NA,NA,NA,NA,NA,0.066,NA
258,NA,NA,NA,NA,NA,NA,0.066,NA
259,NA,NA,NA,NA,NA,NA,0.066,NA
260,NA,NA,NA,NA,NA,NA,0.066,NA
261,NA,NA,NA,NA,NA,NA,0.066,NA
262,NA,NA,NA,NA,NA,NA,0.066,NA
263,NA,NA,NA,NA,NA,NA,0.066,NA
264,NA,NA,NA,NA,NA,NA,0.066,NA
265,NA,NA,NA,NA,NA,NA,0.066,NA
266,NA,NA,NA,NA,NA,NA,0.066,NA
267,NA,NA,NA,NA,NA,NA,0.066,NA
268,NA,NA,NA,NA,NA,NA,0.066,NA
269,NA,NA,NA,NA,NA,NA,0.066,NA
270,NA,NA,NA,NA,NA,NA,0.066,NA
271,NA,NA,NA,NA,NA,NA,0.066,NA
272,NA,NA,NA,NA,NA,NA,0.066,NA
273,NA,NA,NA,NA,NA,NA,0.066,NA
274,NA,NA,NA,NA,NA,NA,0.066,NA
275,NA,NA,NA,NA,NA,NA,0.066,NA
276,NA,NA,NA,NA,NA,NA,0.066,NA
277,NA,NA,NA,NA,NA,NA,0.066,NA
278,NA,NA,NA,NA,NA,NA,0.066,NA
279,NA,NA,NA,NA,NA,NA,0.066,NA
280,NA,NA,NA,NA,NA,NA,0.066,NA
281,NA,NA,NA,NA,NA,NA,0.066,NA
282,NA,NA,NA,NA,NA,NA,0.066,NA
283,NA,NA,NA,NA,NA,NA,0.066,NA
284,NA,NA,NA,NA,NA,NA,0.066,NA
285,NA,NA,NA,NA,NA,NA,0.066,NA
286,NA,NA,NA,NA,NA,NA,0.066,NA
287,NA,NA,NA,NA,NA,NA,0.066,NA
288,NA,NA,NA,NA,NA,NA,0.066,NA
289,NA,NA,NA,NA,NA,NA,0.066,NA
290,NA,NA,NA,NA,NA,NA,0.066,NA
291,NA,NA,NA,NA,NA,NA,0.066,NA
292,NA,NA,NA,NA,NA,NA,0.066,NA
293,NA,NA,NA,NA,NA,NA,0.066,NA
294,NA,NA,NA,NA,NA,NA,0.066,NA
295,NA,NA,NA,NA,NA,NA,0.066,NA
296,NA,NA,NA,NA,NA,NA,0.066,NA
297,NA,NA,NA,NA,NA,NA,0.066,NA
298,NA,NA,NA,NA,NA,NA,0.066,NA
299,NA,NA,NA,NA,NA,NA,0.066,NA
300,NA,NA,NA,NA,NA,NA,0.066,NA
301,NA,NA,NA,NA,NA,NA,0.066,NA
302,NA,NA,NA,NA,NA,NA,0.066,NA
303,NA,NA,NA,NA,NA,NA,0.066,NA
304,NA,NA,NA,NA,NA,NA,0.066,NA
305,NA,NA,NA,NA,NA,NA,0.066,NA
306,NA,NA,NA,NA,NA,NA,0.066,NA
307,NA,NA,NA,NA,NA,NA,0.066,NA
308,NA,NA,NA,NA,NA,NA,0.066,NA
309,NA,NA,NA,NA,NA,NA,0.066,NA
310,NA,NA,NA,NA,NA,NA,0.066,NA
311,NA,NA,NA,NA,NA,NA,0.066,NA
312,NA,NA,NA,NA,NA,NA,0.066,NA
313,NA,NA,NA,NA,NA,NA,0.066,NA
314,NA,NA,NA,NA,NA,NA,0.066,NA
315,NA,NA,NA,NA,NA,NA,0.066,NA
316,NA,NA,NA,NA,NA,NA,0.066,NA
317,NA,NA,NA,NA,NA,NA,0.066,NA
318,NA,NA,NA,NA,NA,NA,0.066,NA
319,NA,NA,NA,NA,NA,NA,0.066,NA
320,NA,NA,NA,NA,NA,NA,0.066,NA
321,NA,NA,NA,NA,NA,NA,0.066,NA
322,NA,NA,NA,NA,NA,NA,0.066,NA
323,NA,NA,NA,NA,NA,NA,0.066,NA
324,NA,NA,NA,NA,NA,NA,0.066,NA
325,NA,NA,NA,NA,NA,NA,0.066,NA
326,NA,NA,NA,NA,NA,NA,0.066,NA
327,NA,NA,NA,NA,NA,NA,0.066,NA
328,NA,NA,NA,NA,NA,NA,0.066,NA
329,NA,NA,NA,NA,NA,NA,0.066,NA
330,NA,NA,NA,NA,NA,NA,0.066,NA
331,NA,NA,NA,NA,NA,NA,0.066,NA
332,NA,NA,NA,NA,NA,NA,0.066,NA
333,NA,NA,NA,NA,NA,NA,0.066,NA
334,NA,NA,NA,NA,NA,NA,0.066,NA
335,NA,NA,NA,NA,NA,NA,0.066,NA
336,NA,NA,NA,NA,NA,NA,0.066,NA
337,NA,NA,NA,NA,NA,NA,0.066,NA
338,NA,NA,NA,NA,NA,NA,0.066,NA
339,NA,NA,NA,NA,NA,NA,0.066,NA
340,NA,NA,NA,NA,NA,NA,0.066,NA
341,NA,NA,NA,NA,NA,NA,0.066,NA
342,NA,NA,NA,NA,NA,NA,0.066,NA
343,NA,NA,NA,NA,NA,NA,0.066,NA
344,NA,NA,NA,NA,NA,NA,0.066,NA
345,NA,NA,NA,NA,NA,NA,0.066,NA
346,NA,NA,NA,NA,NA,NA,0.066,NA
347,NA,NA,NA,NA,NA,NA,0.066,NA
348,NA,NA,NA,NA,NA,NA,0.066,NA
349,NA,NA,NA,NA,NA,NA,0.066,NA
350,NA,NA,NA,NA,NA,NA,0.066,NA
351,NA,NA,NA,NA,NA,NA,0.066,NA
352,NA,NA,NA,NA,NA,NA,0.066,NA
353,NA,NA,NA,NA,NA,NA,0.066,NA
354,NA,NA,NA,NA,NA,NA,0.066,NA
355,NA,NA,NA,NA,NA,NA,0.066,NA
356,NA,NA,NA,NA,NA,NA,0.066,NA
357,NA,NA,NA,NA,NA,NA,0.066,NA
358,NA,NA,NA,NA,NA,NA,0.066,NA
359,NA,NA,NA,NA,NA,NA,0.066,NA
360,NA,NA,NA,NA,NA,NA,0.066,NA
361,NA,NA,NA,NA,NA,NA,0.066,NA
362,NA,NA,NA,NA,NA,NA,0.066,NA
363,NA,NA,NA,NA,NA,NA,0.066,NA
364,NA,NA,NA,NA,NA,NA,0.066,NA
365,NA,NA,NA,NA,NA,NA,0.066,NA
366,NA,NA,NA,NA,NA,NA,0.066,NA
367,NA,NA,NA,NA,NA,NA,0.066,NA
368,NA,NA,NA,NA,NA,NA,0.066,NA
369,NA,NA,NA,NA,NA,NA,0.066,NA
370,NA,NA,NA,NA,NA,NA,0.066,NA
371,NA,NA,NA,NA,NA,NA,0.066,NA
372,NA,NA,NA,NA,NA,NA,0.066,NA
373,NA,NA,NA,NA,NA,NA,0.066,NA
374,NA,NA,NA,NA,NA,NA,0.066,NA
375,NA,NA,NA,NA,NA,NA,0.066,NA
376,NA,NA,NA,NA,NA,NA,0.066,NA
377,NA,NA,NA,NA,NA,NA,0.066,NA
378,NA,NA,NA,NA,NA,NA,0.066,NA
379,NA,NA,NA,NA,NA,NA,0.066,NA
380,NA,NA,NA,NA,NA,NA,0.066,NA
381,NA,NA,NA,NA,NA,NA,0.066,NA
382,NA,NA,NA,NA,NA,NA,0.066,NA
383,NA,NA,NA,NA,NA,NA,0.066,NA
384,NA,NA,NA,NA,NA,NA,0.066,NA
385,NA,NA,NA,NA,NA,NA,0.066,NA
386,NA,NA,NA,NA,NA,NA,0.066,NA
387,NA,NA,NA,NA,NA,NA,0.066,NA
388,NA,NA,NA,NA,NA,NA,0.066,NA
389,NA,NA,NA,NA,NA,NA,0.066,NA
390,NA,NA,NA,NA,NA,NA,0.066,NA
391,NA,NA,NA,NA,NA,NA,0.066,NA
392,NA,NA,NA,NA,NA,NA,0.066,NA
393,NA,NA,NA,NA,NA,NA,0.066,NA
394,NA,NA,NA,NA,NA,NA,0.066,NA
395,NA,NA,NA,NA,NA,NA,0.066,NA
396,NA,NA,NA,NA,NA,NA,0.066,NA
397,NA,NA,NA,NA,NA,NA,0.066,NA
398,NA,NA,NA,NA,NA,NA,0.066,NA
399,NA,NA,NA,NA,NA,NA,0.066,NA
400,NA,NA,NA,NA,NA,NA,0.066,NA
401,NA,NA,NA,NA,NA,NA,0.066,NA
402,NA,NA,NA,NA,NA,NA,0.066,NA
403,NA,NA,NA,NA,NA,NA,0.066,NA
404,NA,NA,NA,NA,NA,NA,0.066,NA
405,NA,NA,NA,NA,NA,NA,0.066,NA
406,NA,NA,NA,NA,NA,NA,0.066,NA
407,NA,NA,NA,NA,NA,NA,0.066,NA
408,NA,NA,NA,NA,NA,NA,0.066,NA
409,NA,NA,NA,NA,NA,NA,0.066,NA
410,NA,NA,NA,NA,NA,NA,0.066,NA
411,NA,NA,NA,NA,NA,NA,0.066,NA
412,NA,NA,NA,NA,NA,NA,0.066,NA
413,NA,NA,NA,NA,NA,NA,0.066,NA
414,NA,NA,NA,NA,NA,NA,0.066,NA
415,NA,NA,NA,NA,NA,NA,0.066,NA
416,NA,NA,NA,NA,NA,NA,0.066,NA
417,NA,NA,NA,NA,NA,NA,0.066,NA
418,NA,NA,NA,NA,NA,NA,0.066,NA
419,NA,NA,NA,NA,NA,NA,0.066,NA
420,NA,NA,NA,NA,NA,NA,0.066,NA
421,NA,NA,NA,NA,NA,NA,0.066,NA
422,NA,NA,NA,NA,NA,NA,0.066,NA
423,NA,NA,NA,NA,NA,NA,0.066,NA
424,NA,NA,NA,NA,NA,NA,0.066,NA
425,NA,NA,NA,NA,NA,NA,0.066,NA
426,NA,NA,NA,NA,NA,NA,0.066,NA
427,NA,NA,NA,NA,NA,NA,0.066,NA
428,NA,NA,NA,NA,NA,NA,0.066,NA
429,NA,NA,NA,NA,NA,NA,0.066,NA
430,NA,NA,NA,NA,NA,NA,0.066,NA
431,NA,NA,NA,NA,NA,NA,0.066,NA
432,NA,NA,NA,NA,NA,NA,0.066,NA
433,NA,NA,NA,NA,NA,NA,0.066,NA
434,NA,NA,NA,NA,NA,NA,0.066,NA
435,NA,NA,NA,NA,NA,NA,0.066,NA
436,NA,NA,NA,NA,NA,NA,0.066,NA
437,NA,NA,NA,NA,NA,NA,0.066,NA
438,NA,NA,NA,NA,NA,NA,0.066,NA
439,NA,NA,NA,NA,NA,NA,0.066,NA
440,NA,NA,NA,NA,NA,NA,0.066,NA
441,NA,NA,NA,NA,NA,NA,0.066,NA
442,NA,NA,NA,NA,NA,NA,0.066,NA
443,NA,NA,NA,NA,NA,NA,0.066,NA
444,NA,NA,NA,NA,NA,NA,0.066,NA
445,NA,NA,NA,NA,NA,NA,0.066,NA
446,NA,NA,NA,NA,NA,NA,0.066,NA
447,NA,NA,NA,NA,NA,NA,0.066,NA
448,NA,NA,NA,NA,NA,NA,0.066,NA
449,NA,NA,NA,NA,NA,NA,0.066,NA
450,NA,NA,NA,NA,NA,NA,0.066,NA
451,NA,NA,NA,NA,NA,NA,0.066,NA
452,NA,NA,NA,NA,NA,NA,0.066,NA
453,NA,NA,NA,NA,NA,NA,0.066,NA
454,NA,NA,NA,NA,NA,NA,0.066,NA
455,NA,NA,NA,NA,NA,NA,0.066,NA
456,NA,NA,NA,NA,NA,NA,0.066,NA
457,NA,NA,NA,NA,NA,NA,0.066,NA
458,NA,NA,NA,NA,NA,NA,0.066,NA
459,NA,NA,NA,NA,NA,NA,0.066,NA
460,NA,NA,NA,NA,NA,NA,0.066,NA
461,NA,NA,NA,NA,NA,NA,0.066,NA
462,NA,NA,NA,NA,NA,NA,0.066,NA
463,NA,NA,NA,NA,NA,NA,0.066,NA
464,NA,NA,NA,NA,NA,NA,0.066,NA
465,NA,NA,NA,NA,NA,NA,0.066,NA
466,NA,NA,NA,NA,NA,NA,0.066,NA
467,NA,NA,NA,NA,NA,NA,0.066,NA
468,NA,NA,NA,NA,NA,NA,0.066,NA
469,NA,NA,NA,NA,NA,NA,0.066,NA
470,NA,NA,NA,NA,NA,NA,0.066,NA
471,NA,NA,NA,NA,NA,NA,0.066,NA
472,NA,NA,NA,NA,NA,NA,0.066,NA
473,NA,NA,NA,NA,NA,NA,0.066,NA
474,NA,NA,NA,NA,NA,NA,0.066,NA
475,NA,NA,NA,NA,NA,NA,0.066,NA
476,NA,NA,NA,NA,NA,NA,0.066,NA
477,NA,NA,NA,NA,NA,NA,0.066,NA
478,NA,NA,NA,NA,NA,NA,0.066,NA
479,NA,NA,NA,NA,NA,NA,0.066,NA
480,NA,NA,NA,NA,NA,NA,0.066,NA
481,NA,NA,NA,NA,NA,NA,0.066,NA
482,NA,NA,NA,NA,NA,NA,0.066,NA
483,NA,NA,NA,NA,NA,NA,0.066,NA
484,NA,NA,NA,NA,NA,NA,0.066,NA
485,NA,NA,NA,NA,NA,NA,0.066,NA
486,NA,NA,NA,NA,NA,NA,0.066,NA
487,NA,NA,NA,NA,NA,NA,0.066,NA
488,NA,NA,NA,NA,NA,NA,0.066,NA
489,NA,NA,NA,NA,NA,NA,0.066,NA
490,NA,NA,NA,NA,NA,NA,0.066,NA
491,NA,NA,NA,NA,NA,NA,0.066,NA
492,NA,NA,NA,NA,NA,NA,0.066,NA
493,NA,NA,NA,NA,NA,NA,0.066,NA
494,NA,NA,NA,NA,NA,NA,0.066,NA
495,NA,NA,NA,NA,NA,NA,0.066,NA
496,NA,NA,NA,NA,NA,NA,0.066,NA
497,NA,NA,NA,NA,NA,NA,0.066,NA
498,NA,NA,NA,NA,NA,NA,0.066,NA
499,NA,NA,NA,NA,NA,NA,0.066,NA
500,NA,NA,NA,NA,NA,NA,0.066,NA
501,NA,NA,NA,NA,NA,NA,0.066,NA
502,NA,NA,NA,NA,NA,NA,0.066,NA
503,NA,NA,NA,NA,NA,NA,0.066,NA
504,NA,NA,NA,NA,NA,NA,0.066,NA
505,NA,NA,NA,NA,NA,NA,0.066,NA
